state.name,date,pollster,grade,samplesize,population,clinton,trump,state,days_until,
Maine,9/5/16,Ipsos,A-,213,lv,41,39.71,ME,64,
Hawaii,9/3/16,Google Consumer Surveys,B,90,lv,47.31,27.69,HI,66,
Maine,9/3/16,Google Consumer Surveys,B,114,lv,37.56,28.42,ME,66,
Texas,8/20/16,SurveyMonkey,C-,5147,rv,40,40,TX,80,
Wisconsin,8/20/16,SurveyMonkey,C-,2687,rv,39,37,WI,80,
South Dakota,9/10/16,Google Consumer Surveys,B,82,lv,22.75,43,SD,59,
New York,10/6/16,Google Consumer Surveys,B,875,lv,41.72,30.76,NY,33,
Florida,9/26/16,Ipsos,A-,701,lv,47.55,46.4,FL,43,
New Hampshire,8/6/16,Public Policy Polling,B+,802,v,50,37,NH,94,
California,10/6/16,Google Consumer Surveys,B,1234,lv,47.55,27.38,CA,33,
Nevada,7/30/16,Rasmussen Reports/Pulse Opinion Research,C+,750,lv,41,40,NV,101,
Michigan,10/21/16,SurveyMonkey,C-,1663,lv,44,40,MI,18,
Iowa,9/23/16,Google Consumer Surveys,B,362,lv,36.2,29.81,IA,46,
Indiana,9/30/16,Google Consumer Surveys,B,616,lv,35.1,32.52,IN,39,
Oregon,8/20/16,SurveyMonkey,C-,877,rv,47,32,OR,80,
North Dakota,9/3/16,Google Consumer Surveys,B,84,lv,23.8,45.58,ND,66,
Florida,8/10/16,Opinion Savvy/InsiderAdvantage,C-,622,lv,45.2,44.3,FL,90,
South Carolina,9/5/16,Ipsos,A-,314,lv,43.47,50.55,SC,64,
South Carolina,9/23/16,Google Consumer Surveys,B,319,lv,28.3,45.73,SC,46,
Kansas,9/5/16,Ipsos,A-,309,lv,38.88,49.42,KS,64,
Alaska,6/18/16,Ivan Moore Research,C,670,rv,30,39,AK,143,
Delaware,8/8/16,Ipsos,A-,117,lv,44.1,22.13,DE,92,
Ohio,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,41,41,OH,146,
Nevada,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,44,44,NV,146,
Pennsylvania,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,45,36,PA,146,
North Carolina,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,48,38,NC,146,
New Hampshire,5/26/16,"RKM Research and Communications, Inc.",B+,405,lv,44,44,NH,166,
Nebraska,9/5/16,Ipsos,A-,175,lv,31.74,51.22,NE,64,
Alabama,9/23/16,Google Consumer Surveys,B,361,lv,29.18,48.39,AL,46,
Nevada,9/5/16,Ipsos,A-,293,lv,37.63,41.48,NV,64,
Iowa,9/5/16,Ipsos,A-,347,lv,40.55,49.46,IA,64,
Washington,8/20/16,SurveyMonkey,C-,722,rv,41,31,WA,80,
Montana,8/29/16,Ipsos,A-,114,lv,29.77,60.2,MT,71,
West Virginia,9/10/16,Google Consumer Surveys,B,94,lv,36.13,35.28,WV,59,
Nebraska,9/17/16,Google Consumer Surveys,B,202,lv,29.11,41.65,NE,52,
Indiana,9/8/16,Ipsos,A-,372,lv,33.33,53.13,IN,61,
New Mexico,9/17/16,Google Consumer Surveys,B,216,lv,30.14,29.76,NM,52,
Missouri,9/8/16,Ipsos,A-,351,lv,35.77,53.43,MO,61,
Wyoming,9/3/16,Google Consumer Surveys,B,69,lv,22.38,46.76,WY,66,
New Jersey,5/20/16,Fairleigh Dickinson University (PublicMind),A,702,rv,48,37,NJ,172,
Pennsylvania,9/30/16,Google Consumer Surveys,B,840,lv,37.4,37.06,PA,39,
Alaska,9/3/16,Google Consumer Surveys,B,86,lv,18.06,44.22,AK,66,
Florida,10/21/16,SurveyMonkey,C-,2765,lv,47,44,FL,18,
Wisconsin,9/30/16,Google Consumer Surveys,B,691,lv,43.01,27.71,WI,39,
Connecticut,9/5/16,Ipsos,A-,456,lv,47.21,37.48,CT,64,
Montana,9/10/16,Google Consumer Surveys,B,175,lv,27.8,34.93,MT,59,
New Jersey,9/30/16,Google Consumer Surveys,B,701,lv,41.69,32.62,NJ,39,
District of Columbia,9/3/16,Google Consumer Surveys,B,66,lv,47.85,21.78,DC,66,
Delaware,9/3/16,Google Consumer Surveys,B,123,lv,37.37,30.62,DE,66,
Rhode Island,8/27/16,Google Consumer Surveys,B,85,lv,38.94,19.93,RI,73,
Oklahoma,9/17/16,Google Consumer Surveys,B,198,lv,27.82,44.2,OK,52,
Montana,8/8/16,Ipsos,A-,100,lv,39.93,46.87,MT,92,
Ohio,6/27/16,Gravis Marketing,B-,1270,rv,49,47.5,OH,134,
New Hampshire,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,41,41,NH,146,
Louisiana,9/17/16,Google Consumer Surveys,B,259,lv,25.28,53.54,LA,52,
Virginia,9/12/16,Ipsos,A-,435,lv,47.35,37.51,VA,57,
Maryland,9/23/16,Google Consumer Surveys,B,349,lv,40.59,28.62,MD,46,
Ohio,9/30/16,Google Consumer Surveys,B,871,lv,36.04,33.55,OH,39,
California,9/19/16,Ipsos,A-,705,lv,60.01,28.38,CA,50,
Massachusetts,9/23/16,Google Consumer Surveys,B,399,lv,49.68,22.87,MA,46,
Arkansas,6/21/16,Hendrix College,C+,751,rv,36,47,AR,140,
Alaska,9/10/16,Google Consumer Surveys,B,51,lv,23.35,41.15,AK,59,
North Carolina,9/8/16,Ipsos,A-,502,lv,46.37,43.72,NC,61,
Oregon,9/23/16,Google Consumer Surveys,B,347,lv,44.09,28.75,OR,46,
Kansas,8/20/16,SurveyMonkey,C-,741,rv,30,43,KS,80,
Idaho,9/10/16,Google Consumer Surveys,B,165,lv,11.78,42.37,ID,59,
New Hampshire,9/3/16,Google Consumer Surveys,B,78,lv,34.78,20.7,NH,66,
Florida,9/30/16,Google Consumer Surveys,B,1270,lv,34.54,42.36,FL,39,
Maryland,9/8/16,Ipsos,A-,361,lv,53.13,29.03,MD,61,
Louisiana,9/5/16,Ipsos,A-,374,lv,34.25,54.2,LA,64,
Iowa,6/9/16,Public Policy Polling,B+,630,v,44,41,IA,152,
Oklahoma,9/5/16,Ipsos,A-,313,lv,32.12,53.18,OK,64,
Delaware,8/29/16,Ipsos,A-,101,lv,45.64,23.53,DE,71,
Tennessee,5/3/16,Princeton Survey Research Associates International,B+,1001,rv,35,44,TN,189,
Vermont,9/3/16,Google Consumer Surveys,B,66,lv,43.01,12.63,VT,66,
Alabama,9/5/16,Ipsos,A-,392,lv,40.11,52.94,AL,64,
West Virginia,4/30/16,Public Policy Polling,B+,1201,v,30,57,WV,192,
Idaho,8/29/16,Ipsos,A-,167,lv,30.1,55.85,ID,71,
Tennessee,9/8/16,Ipsos,A-,410,lv,26.46,49.74,TN,61,
Illinois,9/30/16,Google Consumer Surveys,B,1116,lv,42.41,25.35,IL,39,
New Hampshire,6/26/16,American Research Group,C+,533,rv,47,42,NH,135,
Kentucky,9/17/16,Google Consumer Surveys,B,366,lv,29.61,40.67,KY,52,
Minnesota,9/8/16,Ipsos,A-,537,lv,43.91,33.76,MN,61,
Washington,9/8/16,Ipsos,A-,460,lv,46.81,36.92,WA,61,
West Virginia,8/29/16,Ipsos,A-,137,lv,39.41,54.04,WV,71,
Ohio,7/14/16,YouGov,B,1104,lv,44,40,OH,117,
Illinois,9/12/16,Ipsos,A-,432,lv,51.5,36.18,IL,57,
Colorado,9/8/16,Ipsos,A-,421,lv,40.11,43.13,CO,61,
Kansas,9/17/16,Google Consumer Surveys,B,246,lv,41.3,29.59,KS,52,
Connecticut,9/17/16,Google Consumer Surveys,B,307,lv,39,31.8,CT,52,
Virginia,9/1/16,Ipsos,A-,743,lv,50.38,37.08,VA,68,
New Hampshire,8/29/16,Ipsos,A-,164,lv,49.02,35.71,NH,71,
Colorado,8/20/16,SurveyMonkey,C-,2428,rv,37,37,CO,80,
Ohio,5/20/16,Zogby Interactive/JZ Analytics,C-,679,lv,38,33,OH,172,
Texas,9/30/16,Google Consumer Surveys,B,1000,lv,33.42,40.37,TX,39,
Mississippi,8/29/16,Ipsos,A-,155,lv,35.29,58.25,MS,71,
Arkansas,9/10/16,Google Consumer Surveys,B,175,lv,34.5,35.13,AR,59,
Virginia,8/20/16,SurveyMonkey,C-,2468,rv,43,36,VA,80,
Pennsylvania,9/19/16,Ipsos,A-,387,lv,45.69,46.46,PA,50,
Colorado,9/23/16,Google Consumer Surveys,B,530,lv,36.67,31.48,CO,46,
Tennessee,9/17/16,Google Consumer Surveys,B,493,lv,28.63,41.49,TN,52,
Wisconsin,9/8/16,Ipsos,A-,533,lv,42.89,39.63,WI,61,
Virginia,9/23/16,Google Consumer Surveys,B,546,lv,40.36,32.04,VA,46,
South Carolina,9/17/16,Google Consumer Surveys,B,368,lv,33.23,40.95,SC,52,
Minnesota,9/23/16,Google Consumer Surveys,B,547,lv,37.46,28.24,MN,46,
Illinois,6/5/16,We Ask America,C,1231,rv,47,35,IL,156,
New York,8/20/16,SurveyMonkey,C-,1405,rv,51,31,NY,80,
Florida,9/19/16,Ipsos,A-,811,lv,49.08,45.16,FL,50,
Massachusetts,9/8/16,Ipsos,A-,488,lv,53.07,31.09,MA,61,
Washington,9/23/16,Google Consumer Surveys,B,510,lv,42.92,25.27,WA,46,
Alabama,9/17/16,Google Consumer Surveys,B,413,lv,18.35,55.11,AL,52,
New York,9/30/16,Google Consumer Surveys,B,992,lv,43.02,31.27,NY,39,
California,5/25/16,Greenberg Quinlan Rosner/American Viewpoint,B+,1150,lv,54,33,CA,167,
Mississippi,9/10/16,Google Consumer Surveys,B,224,lv,20.26,56.57,MS,59,
Georgia,9/23/16,Google Consumer Surveys,B,441,lv,31.5,39.2,GA,46,
Arkansas,8/29/16,Ipsos,A-,266,lv,41.42,49.8,AR,71,
California,9/30/16,Google Consumer Surveys,B,1463,lv,46.59,28.33,CA,39,
Iowa,9/17/16,Google Consumer Surveys,B,387,lv,29.97,30.86,IA,52,
Arizona,8/20/16,SurveyMonkey,C-,2026,rv,37,39,AZ,80,
New York,9/12/16,Ipsos,A-,544,lv,53.44,29.97,NY,57,
Texas,9/12/16,Ipsos,A-,462,lv,28.51,51.13,TX,57,
Wyoming,8/27/16,Google Consumer Surveys,B,75,lv,21.3,42.45,WY,73,
Oklahoma,9/10/16,Google Consumer Surveys,B,231,lv,21.6,44.62,OK,59,
Nebraska,8/29/16,Ipsos,A-,171,lv,27.75,55.65,NE,71,
Indiana,5/13/16,Bellwether Research & Consulting,,600,rv,31,40,IN,179,
Ohio,8/20/16,SurveyMonkey,C-,2543,rv,37,40,OH,80,
Missouri,9/23/16,Google Consumer Surveys,B,560,lv,34.39,31.95,MO,46,
Hawaii,8/27/16,Google Consumer Surveys,B,85,lv,41.35,23.55,HI,73,
North Carolina,9/23/16,Google Consumer Surveys,B,613,lv,32.56,41.32,NC,46,
Nebraska,9/10/16,Google Consumer Surveys,B,217,lv,23.7,45.78,NE,59,
Arizona,9/15/16,Ipsos,A-,428,lv,41.65,47.86,AZ,54,
Maine,8/29/16,Ipsos,A-,189,lv,52.06,32.89,ME,71,
South Carolina,8/29/16,Ipsos,A-,302,lv,44.55,48.91,SC,71,
Wisconsin,5/11/16,Public Opinion Strategies,B,600,lv,43,31,WI,181,
New Mexico,8/8/16,Ipsos,A-,115,lv,43.98,41.45,NM,92,
Kansas,8/29/16,Ipsos,A-,294,lv,38.27,51.62,KS,71,
Arizona,9/23/16,Google Consumer Surveys,B,494,lv,37.8,33.82,AZ,46,
West Virginia,9/3/16,Google Consumer Surveys,B,93,lv,22.99,52.23,WV,66,
Nevada,9/10/16,Google Consumer Surveys,B,207,lv,27.78,35.62,NV,59,
District of Columbia,8/27/16,Google Consumer Surveys,B,67,lv,44.27,25.62,DC,73,
Missouri,9/1/16,Ipsos,A-,361,lv,33.97,52.69,MO,68,
Maine,8/27/16,Google Consumer Surveys,B,104,lv,47.02,17.28,ME,73,
Virginia,5/24/16,Gravis Marketing,B-,1728,rv,44,38,VA,168,
Iowa,8/29/16,Ipsos,A-,327,lv,41.39,43.91,IA,71,
North Carolina,8/20/16,SurveyMonkey,C-,2552,rv,40,41,NC,80,
Pennsylvania,8/20/16,SurveyMonkey,C-,2861,rv,41,38,PA,80,
Nevada,8/29/16,Ipsos,A-,273,lv,43.35,40.55,NV,71,
Ohio,9/19/16,Ipsos,A-,407,lv,46.34,42.88,OH,50,
Alaska,8/27/16,Google Consumer Surveys,B,87,lv,30.84,29.36,AK,73,
Idaho,9/3/16,Google Consumer Surveys,B,187,lv,24.67,35.73,ID,66,
Indiana,9/23/16,Google Consumer Surveys,B,568,lv,36.14,33.29,IN,46,
Nevada,7/23/16,Rasmussen Reports/Pulse Opinion Research,C+,750,lv,38,43,NV,108,
New Mexico,9/10/16,Google Consumer Surveys,B,219,lv,42.32,28.46,NM,59,
Massachusetts,9/17/16,Google Consumer Surveys,B,435,lv,50.03,23.57,MA,52,
Indiana,9/1/16,Ipsos,A-,351,lv,32.07,55.94,IN,68,
New Mexico,8/29/16,Ipsos,A-,106,lv,38.01,47.6,NM,71,
Connecticut,8/29/16,Ipsos,A-,428,lv,45.75,40.14,CT,71,
Georgia,9/8/16,Ipsos,A-,539,lv,39.99,47.77,GA,61,
Maryland,9/17/16,Google Consumer Surveys,B,355,lv,43.47,26.86,MD,52,
Oregon,9/17/16,Google Consumer Surveys,B,373,lv,40.19,28.11,OR,52,
Vermont,8/27/16,Google Consumer Surveys,B,69,lv,50.15,18.1,VT,73,
South Carolina,8/20/16,SurveyMonkey,C-,894,rv,38,45,SC,80,
Louisiana,9/10/16,Google Consumer Surveys,B,258,lv,26.43,45.38,LA,59,
Wisconsin,9/23/16,Google Consumer Surveys,B,672,lv,40.71,27.62,WI,46,
New Jersey,9/8/16,Ipsos,A-,880,lv,48.91,33.46,NJ,61,
Kansas,9/10/16,Google Consumer Surveys,B,283,lv,37.26,28.56,KS,59,
Oklahoma,8/29/16,Ipsos,A-,313,lv,33.33,52.43,OK,71,
West Virginia,8/22/16,Ipsos,A-,142,lv,37.84,54.98,WV,78,
Maryland,9/1/16,Ipsos,A-,364,lv,53.93,29.58,MD,68,
Maryland,8/22/16,Ipsos,A-,526,lv,52.18,32.11,MD,78,
Michigan,9/23/16,Google Consumer Surveys,B,516,lv,37.28,29.9,MI,46,
Washington,9/1/16,Ipsos,A-,502,lv,45.05,37.02,WA,68,
Georgia,7/24/16,Landmark Communications,B,500,lv,44.2,45.5,GA,107,
Missouri,8/5/16,Remington,,1280,lv,42,44,MO,95,
Montana,9/3/16,Google Consumer Surveys,B,157,lv,29.85,32.2,MT,66,
Tennessee,9/1/16,Ipsos,A-,413,lv,27.91,48.53,TN,68,
South Dakota,9/3/16,Google Consumer Surveys,B,59,lv,35.35,34.63,SD,66,
New Hampshire,8/27/16,Google Consumer Surveys,B,73,lv,32.92,22.15,NH,73,
Florida,6/1/16,"Mason-Dixon Polling & Research, Inc.",B+,625,lv,45,42,FL,160,
Maryland,4/7/16,Marist College,A,2563,rv,63,27,MD,215,
Michigan,8/20/16,SurveyMonkey,C-,2428,rv,39,38,MI,80,
North Dakota,8/27/16,Google Consumer Surveys,B,63,lv,21.39,48.83,ND,73,
Louisiana,8/29/16,Ipsos,A-,342,lv,33.24,59.91,LA,71,
Rhode Island,8/20/16,Google Consumer Surveys,B,73,lv,44.22,18.48,RI,80,
New Jersey,9/23/16,Google Consumer Surveys,B,605,lv,37.55,35.87,NJ,46,
Alabama,8/29/16,Ipsos,A-,367,lv,42.33,50.6,AL,71,
Illinois,9/5/16,Ipsos,A-,460,lv,51.65,33.86,IL,64,
Pennsylvania,9/23/16,Google Consumer Surveys,B,734,lv,35.11,35.75,PA,46,
Arkansas,9/3/16,Google Consumer Surveys,B,189,lv,33.78,40.6,AR,66,
Georgia,9/17/16,Google Consumer Surveys,B,543,lv,30.02,44.88,GA,52,
Arizona,6/20/16,MBQF,C+,1060,lv,46.5,42.2,AZ,141,
South Dakota,8/27/16,Google Consumer Surveys,B,84,lv,27.93,38.56,SD,73,
Georgia,8/20/16,SurveyMonkey,C-,2034,rv,39,40,GA,80,
Pennsylvania,9/12/16,Ipsos,A-,423,lv,46.11,43.81,PA,57,
Colorado,9/1/16,Ipsos,A-,417,lv,40.5,43.29,CO,68,
Kentucky,9/10/16,Google Consumer Surveys,B,368,lv,32.16,43.82,KY,59,
Mississippi,8/22/16,Ipsos,A-,150,lv,30.33,58.52,MS,78,
Minnesota,9/1/16,Ipsos,A-,517,lv,41.56,31.31,MN,68,
Virginia,9/17/16,Google Consumer Surveys,B,616,lv,36.26,36.84,VA,52,
Delaware,8/27/16,Google Consumer Surveys,B,99,lv,34.1,31.69,DE,73,
Kentucky,8/29/16,Ipsos,A-,409,lv,37.01,53.27,KY,71,
Connecticut,9/10/16,Google Consumer Surveys,B,304,lv,41.81,26.44,CT,59,
Vermont,8/20/16,Google Consumer Surveys,B,87,lv,42.83,11.42,VT,80,
Nebraska,9/3/16,Google Consumer Surveys,B,248,lv,27.38,40.91,NE,66,
Arizona,9/8/16,Ipsos,A-,467,lv,39.48,46.11,AZ,61,
New York,9/5/16,Ipsos,A-,631,lv,51.83,30.11,NY,64,
Ohio,9/23/16,Google Consumer Surveys,B,737,lv,31.94,35.09,OH,46,
Wyoming,8/20/16,Google Consumer Surveys,B,78,lv,26.27,41.75,WY,80,
Tennessee,9/10/16,Google Consumer Surveys,B,534,lv,23.92,49.08,TN,59,
Minnesota,9/17/16,Google Consumer Surveys,B,579,lv,37.2,26.85,MN,52,
Oklahoma,5/3/16,Cole Hargrave Snodgrass & Associates,B,500,rv,28,48,OK,189,
Texas,9/23/16,Google Consumer Surveys,B,1003,lv,29.93,42.1,TX,46,
Colorado,9/17/16,Google Consumer Surveys,B,550,lv,40.6,28.49,CO,52,
Maryland,9/10/16,Google Consumer Surveys,B,454,lv,43.81,25.98,MD,59,
Arizona,9/17/16,Google Consumer Surveys,B,572,lv,37.46,32.1,AZ,52,
Massachusetts,9/1/16,Ipsos,A-,485,lv,53.47,29.86,MA,68,
North Carolina,9/17/16,Google Consumer Surveys,B,708,lv,32.31,39.54,NC,52,
Oklahoma,9/3/16,Google Consumer Surveys,B,244,lv,29.34,44.56,OK,66,
Wisconsin,9/1/16,Ipsos,A-,523,lv,38.43,39.67,WI,68,
Iowa,9/10/16,Google Consumer Surveys,B,411,lv,30.38,35.27,IA,59,
South Carolina,9/10/16,Google Consumer Surveys,B,374,lv,30.53,39.13,SC,59,
California,9/12/16,Ipsos,A-,577,lv,62.5,24.22,CA,57,
Hawaii,8/20/16,Google Consumer Surveys,B,87,lv,42.98,22.49,HI,80,
Alabama,9/10/16,Google Consumer Surveys,B,425,lv,19.02,56.78,AL,59,
Florida,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,49,38,FL,146,
Wisconsin,6/22/16,Public Policy Polling,B+,843,v,47,39,WI,139,
Ohio,9/12/16,Ipsos,A-,450,lv,47.21,43.52,OH,57,
California,8/20/16,SurveyMonkey,C-,2574,rv,49,28,CA,80,
Idaho,8/22/16,Ipsos,A-,126,lv,27.92,58.08,ID,78,
South Carolina,8/22/16,Ipsos,A-,299,lv,45.14,48.14,SC,78,
Arkansas,8/22/16,Ipsos,A-,243,lv,42.2,47.62,AR,78,
Nevada,9/3/16,Google Consumer Surveys,B,220,lv,34.75,33.81,NV,66,
Missouri,9/17/16,Google Consumer Surveys,B,588,lv,33.26,31.81,MO,52,
New Hampshire,8/22/16,Ipsos,A-,131,lv,43.58,44.52,NH,78,
Illinois,9/23/16,Google Consumer Surveys,B,933,lv,36.79,30.29,IL,46,
Maine,8/20/16,Google Consumer Surveys,B,105,lv,35.99,32.25,ME,80,
Washington,9/17/16,Google Consumer Surveys,B,486,lv,36.97,28.2,WA,52,
Colorado,8/22/16,Ipsos,A-,495,lv,44.57,38.55,CO,78,
Massachusetts,9/10/16,Google Consumer Surveys,B,481,lv,42.9,28.07,MA,59,
West Virginia,8/27/16,Google Consumer Surveys,B,88,lv,19.6,48.64,WV,73,
New York,9/23/16,Google Consumer Surveys,B,931,lv,42.53,29.4,NY,46,
Alaska,8/20/16,Google Consumer Surveys,B,87,lv,29.51,37.98,AK,80,
Indiana,9/17/16,Google Consumer Surveys,B,607,lv,31.89,32.25,IN,52,
Michigan,9/17/16,Google Consumer Surveys,B,613,lv,34.85,33.58,MI,52,
Florida,8/20/16,SurveyMonkey,C-,3287,rv,42,40,FL,80,
Maine,8/22/16,Ipsos,A-,160,lv,42.22,41.65,ME,78,
Maryland,4/16/16,Public Policy Polling,B+,879,v,61,28,MD,206,
Mississippi,9/3/16,Google Consumer Surveys,B,194,lv,26.97,53.12,MS,66,
New Jersey,8/25/16,Ipsos,A-,666,lv,47.4,36.24,NJ,75,
Louisiana,9/3/16,Google Consumer Surveys,B,273,lv,23.88,50.15,LA,66,
Texas,9/5/16,Ipsos,A-,405,lv,30.91,48.29,TX,64,
Florida,9/23/16,Google Consumer Surveys,B,956,lv,34.29,41.33,FL,46,
New Hampshire,8/20/16,Google Consumer Surveys,B,80,lv,45.34,28.86,NH,80,
Kansas,8/22/16,Ipsos,A-,254,lv,37.02,52.45,KS,78,
Pennsylvania,4/5/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1607,lv,44,44,PA,217,
Wisconsin,9/17/16,Google Consumer Surveys,B,748,lv,42.22,24.49,WI,52,
Florida,9/12/16,Ipsos,A-,722,lv,46.33,49.84,FL,57,
Michigan,9/8/16,Ipsos,A-,644,lv,43.63,43.84,MI,61,
Kansas,9/3/16,Google Consumer Surveys,B,297,lv,36.4,33.94,KS,66,
District of Columbia,8/20/16,Google Consumer Surveys,B,58,lv,54.01,22.16,DC,80,
New Mexico,9/3/16,Google Consumer Surveys,B,215,lv,27.25,29.96,NM,66,
West Virginia,8/15/16,Ipsos,A-,134,lv,39.49,46.86,WV,85,
Iowa,8/22/16,Ipsos,A-,282,lv,41.18,44.18,IA,78,
Mississippi,8/15/16,Ipsos,A-,161,lv,36.54,53.49,MS,85,
California,9/23/16,Google Consumer Surveys,B,1311,lv,45.47,30.35,CA,46,
Oregon,9/10/16,Google Consumer Surveys,B,381,lv,42.32,29.77,OR,59,
Georgia,9/1/16,Ipsos,A-,529,lv,37.89,48.39,GA,68,
Oregon,8/29/16,Ipsos,A-,472,lv,46.76,35.01,OR,71,
Idaho,8/27/16,Google Consumer Surveys,B,168,lv,25.17,35.94,ID,73,
Nebraska,8/22/16,Ipsos,A-,127,lv,37.84,44.65,NE,78,
Oklahoma,8/22/16,Ipsos,A-,288,lv,36.51,48.41,OK,78,
Massachusetts,5/3/16,Suffolk University,B+,500,lv,55,31,MA,189,
California,9/5/16,Ipsos,A-,751,lv,59.58,32.19,CA,64,
North Carolina,5/22/16,"National Research, Inc.",B+,600,lv,36,39,NC,170,
North Dakota,8/20/16,Google Consumer Surveys,B,62,lv,20.62,41.81,ND,80,
Colorado,7/7/16,Gravis Marketing,B-,1313,a,39,38,CO,124,
Nevada,8/22/16,Ipsos,A-,225,lv,42.89,34.94,NV,78,
New York,4/5/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1403,lv,53,37,NY,217,
New Jersey,9/17/16,Google Consumer Surveys,B,655,lv,35.6,36.19,NJ,52,
Alabama,8/22/16,Ipsos,A-,367,lv,39.39,51.54,AL,78,
West Virginia,8/8/16,Ipsos,A-,183,lv,38.93,48.45,WV,92,
Idaho,8/15/16,Ipsos,A-,144,lv,29.2,49.24,ID,85,
Indiana,8/25/16,Ipsos,A-,303,lv,32.08,55.66,IN,75,
Louisiana,8/22/16,Ipsos,A-,333,lv,36.85,56.69,LA,78,
Missouri,8/25/16,Ipsos,A-,297,lv,35.46,50.78,MO,75,
Tennessee,8/25/16,Ipsos,A-,401,lv,31.48,49.44,TN,75,
New Mexico,5/14/16,Public Policy Polling,B+,802,lv,41,33,NM,178,
Kentucky,9/3/16,Google Consumer Surveys,B,405,lv,29.48,40.03,KY,66,
Arizona,5/14/16,Public Policy Polling,B+,896,v,38,40,AZ,178,
Rhode Island,8/13/16,Google Consumer Surveys,B,72,lv,34.17,27.03,RI,87,
Delaware,8/20/16,Google Consumer Surveys,B,101,lv,35.71,23.01,DE,80,
Mississippi,8/8/16,Ipsos,A-,214,lv,38.33,51.86,MS,92,
West Virginia,8/20/16,Google Consumer Surveys,B,107,lv,25.72,47.13,WV,80,
Pennsylvania,9/17/16,Google Consumer Surveys,B,772,lv,34.81,36.05,PA,52,
Ohio,9/17/16,Google Consumer Surveys,B,846,lv,33.76,32.71,OH,52,
Connecticut,8/22/16,Ipsos,A-,358,lv,47.04,39.13,CT,78,
Nevada,5/24/16,Gravis Marketing,B-,1637,rv,41,44,NV,168,
Mississippi,8/27/16,Google Consumer Surveys,B,253,lv,25.24,47.98,MS,73,
Kentucky,8/22/16,Ipsos,A-,404,lv,41.76,46.34,KY,78,
Washington,9/10/16,Google Consumer Surveys,B,613,lv,43.87,24.3,WA,59,
Pennsylvania,9/5/16,Ipsos,A-,422,lv,49.12,44.29,PA,64,
Arkansas,8/27/16,Google Consumer Surveys,B,179,lv,31.74,42.42,AR,73,
Connecticut,9/3/16,Google Consumer Surveys,B,310,lv,38.56,26.41,CT,66,
Maine,8/13/16,Google Consumer Surveys,B,121,lv,45.25,17.56,ME,87,
Arizona,9/1/16,Ipsos,A-,458,lv,39.57,45.89,AZ,68,
Colorado,9/10/16,Google Consumer Surveys,B,603,lv,36.23,28.93,CO,59,
Georgia,9/10/16,Google Consumer Surveys,B,542,lv,31.01,39.72,GA,59,
Idaho,8/8/16,Ipsos,A-,186,lv,30.39,44.22,ID,92,
Arkansas,8/15/16,Ipsos,A-,250,lv,39.49,47.65,AR,85,
New York,4/8/16,Public Policy Polling,B+,1403,v,55,35,NY,214,
Pennsylvania,7/7/16,Marist College,A,829,rv,43,35,PA,124,
Maine,8/15/16,Ipsos,A-,176,lv,38.78,39.83,ME,85,
North Carolina,9/10/16,Google Consumer Surveys,B,779,lv,32.64,37.88,NC,59,
New Hampshire,8/15/16,Ipsos,A-,133,lv,33.7,47.86,NH,85,
North Dakota,8/13/16,Google Consumer Surveys,B,78,lv,22.03,43.01,ND,87,
South Dakota,8/20/16,Google Consumer Surveys,B,72,lv,33.23,25.56,SD,80,
Montana,8/27/16,Google Consumer Surveys,B,128,lv,32.36,33.33,MT,73,
Arizona,9/10/16,Google Consumer Surveys,B,601,lv,33.95,34.56,AZ,59,
Oklahoma,8/27/16,Google Consumer Surveys,B,244,lv,28.72,37.06,OK,73,
South Carolina,8/15/16,Ipsos,A-,302,lv,45.82,45.72,SC,85,
Florida,6/27/16,Gravis Marketing,B-,1619,rv,48.5,48.5,FL,134,
Texas,9/17/16,Google Consumer Surveys,B,1046,lv,28.94,42.35,TX,52,
Minnesota,8/25/16,Ipsos,A-,457,lv,41.97,32.95,MN,75,
Washington,8/25/16,Ipsos,A-,404,lv,45.38,35.41,WA,75,
Ohio,9/5/16,Ipsos,A-,458,lv,47.39,45.5,OH,64,
Kansas,8/15/16,Ipsos,A-,274,lv,37.35,47.97,KS,85,
Illinois,9/17/16,Google Consumer Surveys,B,1027,lv,39.01,29.4,IL,52,
Missouri,9/10/16,Google Consumer Surveys,B,636,lv,34.37,33.32,MO,59,
Maryland,9/3/16,Google Consumer Surveys,B,447,lv,46.95,23.56,MD,66,
Virginia,9/10/16,Google Consumer Surveys,B,560,lv,37.17,31.32,VA,59,
Iowa,9/3/16,Google Consumer Surveys,B,402,lv,36.29,30.31,IA,66,
Indiana,9/10/16,Google Consumer Surveys,B,667,lv,30.92,31.52,IN,59,
Tennessee,9/3/16,Google Consumer Surveys,B,509,lv,30.55,43.66,TN,66,
Wisconsin,3/29/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1602,lv,49,35,WI,224,
